"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"China","CHN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0325964938683881","","","","","0.0360142639641385","","","","","0.0400034781168831","","","","","0.0520026556666107","","","","","0.0633766452975853","","","","","0.071076396299372","","","","","","",
"Cote d'Ivoire","CIV","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9304585460897","","","","","14.4150582393917","","","","","12.0725346756147","","","","","11.0894890347837","","","","","10.407388702806","","","","","9.58259865535208","","","","","","",
"Cameroon","CMR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19831075446886","","","","","1.77222923168869","","","","","1.43387189359828","","","","","1.42735706004066","","","","","1.40399052658132","","","","","1.63631370372888","","","","","","",
"Congo, Dem. Rep.","COD","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15714037449536","","","","","4.30727140060526","","","","","1.54923558332444","","","","","1.11049055567156","","","","","0.893177895255218","","","","","0.70624628058302","","","","","","",
"Congo, Rep.","COG","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.430496210507","","","","","7.04209825019651","","","","","9.80944395611959","","","","","8.99886557167024","","","","","10.3207316731258","","","","","8.50579936930912","","","","","","",
"Colombia","COL","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.304266834868313","","","","","0.285623249625153","","","","","0.271282821567065","","","","","0.248609030487619","","","","","0.270636192032419","","","","","0.276047226979187","","","","","","",
"Comoros","COM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39135336172509","","","","","2.9065378857069","","","","","2.51946335193246","","","","","2.13519507558613","","","","","1.80593821338352","","","","","1.59231629704974","","","","","","",
"Cabo Verde","CPV","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61709684225332","","","","","2.5642672861269","","","","","2.51335082293037","","","","","2.67805931374203","","","","","2.93099826868606","","","","","2.86723201832078","","","","","","",
"Costa Rica","CRI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4893026278475","","","","","10.3758126419676","","","","","7.92128291023959","","","","","8.43192650952495","","","","","8.91924423461473","","","","","8.77100991087492","","","","","","",
"Caribbean small states","CSS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45556340550786","","","","","3.70495150765928","","","","","3.97844690088153","","","","","4.34582955294685","","","","","4.66625317629686","","","","","4.9003404086487","","","","","","",
"Cuba","CUB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.326542546164356","","","","","0.240114475931153","","","","","0.160280124104204","","","","","0.151167049046572","","","","","0.131038430481849","","","","","0.117089665081063","","","","","","",
"Curacao","CUW","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4592324108262","","","","","23.925115932902","","","","","","",
"Cayman Islands","CYM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5344875844696","","","","","45.2134377368022","","","","","46.1868777737795","","","","","44.5365362071448","","","","","43.3389180132951","","","","","39.5650941351076","","","","","","",
"Cyprus","CYP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.71411054628749","","","","","7.24126683883005","","","","","8.48903886091932","","","","","11.3467546528812","","","","","17.0268690794928","","","","","16.834034154295","","","","","","",
"Czechia","CZE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06932581639085","","","","","1.60215860665841","","","","","2.15130843680363","","","","","3.1526134074332","","","","","3.78604264341224","","","","","3.84222568016916","","","","","","",
"Germany","DEU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.51812758939894","","","","","9.14611048008342","","","","","10.9805597775469","","","","","12.676388329431","","","","","14.4286016089924","","","","","14.8790512953233","","","","","","",
"Djibouti","DJI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7733073173385","","","","","15.0926671063539","","","","","13.9098098156283","","","","","11.8307155905787","","","","","12.2261381171446","","","","","12.6541204084874","","","","","","",
"Dominica","DMA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5514888337469","","","","","4.37316967225749","","","","","5.34307323583863","","","","","6.72507158855717","","","","","8.1006646338893","","","","","9.24600990643918","","","","","","",
"Denmark","DNK","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57536594912546","","","","","5.79270425193528","","","","","6.9502871990863","","","","","8.12860900915002","","","","","9.18291776249834","","","","","10.0989913532723","","","","","","",
"Dominican Republic","DOM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05296975936732","","","","","4.09736177243482","","","","","4.1530615093062","","","","","4.07034754288603","","","","","3.97778011944454","","","","","3.94707985294239","","","","","","",
"Algeria","DZA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05723275576092","","","","","0.906550236470006","","","","","0.802054717249657","","","","","0.744071903334288","","","","","0.67977278044533","","","","","0.611072022730303","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.158189364522297","","","","","0.184719318012373","","","","","0.225881150678966","","","","","0.292551070461901","","","","","0.382459186050305","","","","","0.417701142671047","","","","","","",
"Early-demographic dividend","EAR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09707960049635","","","","","1.69326494699392","","","","","1.55826889136911","","","","","1.46874980034308","","","","","1.57998147839912","","","","","1.66020720063268","","","","","","",
"East Asia & Pacific","EAS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.638648231941074","","","","","0.695082372153775","","","","","0.772962425815873","","","","","0.886121782967759","","","","","1.05104689395578","","","","","1.13382242226535","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22062315448706","","","","","7.87102088747708","","","","","7.46029815710118","","","","","7.15179520791529","","","","","6.78542716575762","","","","","7.14195501120789","","","","","","",
"Europe & Central Asia","ECS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95663130319195","","","","","7.17721968365452","","","","","7.4375943354022","","","","","8.24442781908826","","","","","9.01780055371904","","","","","9.46871206608806","","","","","","",
"Ecuador","ECU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.769840924204486","","","","","1.00600704020497","","","","","1.19984042564985","","","","","1.36440360090023","","","","","2.17859196560599","","","","","2.40029910130242","","","","","","",
"Egypt, Arab Rep.","EGY","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.308007800306231","","","","","0.26740812819804","","","","","0.253826357115738","","","","","0.365616849751305","","","","","0.360446632326273","","","","","0.537267286680377","","","","","","",
"Euro area","EMU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.49508030283755","","","","","7.21575707060622","","","","","8.1819543085533","","","","","10.1100398688149","","","","","11.8669171891302","","","","","12.2194779422011","","","","","","",
"Eritrea","ERI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37743506622794","","","","","0.391897209154592","","","","","0.366377042484122","","","","","0.341519151818552","","","","","0.334267017850319","","","","","","","","","","","",
"Spain","ESP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09635600889007","","","","","2.56528556153192","","","","","4.06697701583811","","","","","9.36551905960678","","","","","13.4761028681228","","","","","12.6902371918259","","","","","","",
"Estonia","EST","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4037640865765","","","","","22.0333743639556","","","","","17.83317669005","","","","","17.2388840286148","","","","","16.3570151844209","","","","","15.4163092221449","","","","","","",
"Ethiopia","ETH","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40420280094339","","","","","1.40975385494748","","","","","0.920154796542265","","","","","0.671260321204072","","","","","0.648364822592643","","","","","1.07952601222951","","","","","","",
"European Union","EUU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.57770812995536","","","","","6.19860919838213","","","","","6.9331004309599","","","","","8.50541704570451","","","","","9.97735652817692","","","","","10.363389173703","","","","","","",
"Fragile and conflict affected situations","FCS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45774804097589","","","","","3.02769062002115","","","","","2.41633718877007","","","","","2.14993647353361","","","","","2.13560111906413","","","","","2.22052524910603","","","","","","",
"Finland","FIN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26847286935963","","","","","1.95234071809585","","","","","2.63118851760713","","","","","3.66289593105173","","","","","4.62274947542641","","","","","5.73968325726902","","","","","","",
"Fiji","FJI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82302031494896","","","","","1.6764711192034","","","","","1.56787960893614","","","","","1.51310505950208","","","","","1.55252851321934","","","","","1.54134137387981","","","","","","",
"France","FRA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3563845150594","","","","","10.4561480959131","","","","","10.572513601125","","","","","11.0016541016987","","","","","11.430036776973","","","","","12.0884793768866","","","","","","",
"Faroe Islands","FRO","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92132164643668","","","","","6.57611283702578","","","","","7.72837753543697","","","","","9.48134969071312","","","","","10.492721395186","","","","","11.4462955662981","","","","","","",
"Micronesia, Fed. Sts.","FSM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82535217115986","","","","","3.10721856521254","","","","","2.9004933445034","","","","","2.73545641160851","","","","","2.70703249404067","","","","","2.63833046142064","","","","","","",
"Gabon","GAB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4394798108518","","","","","14.0799982327748","","","","","15.8800956194968","","","","","15.5411942571258","","","","","15.8237436573243","","","","","15.5558595298651","","","","","","",
"United Kingdom","GBR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39166261907676","","","","","7.1762021104318","","","","","8.03534183597997","","","","","9.84247603205925","","","","","12.1252950809708","","","","","13.200978246274","","","","","","",
